"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"24/02/2025","2.068,0","2.068,0","2.068,0","2.068,0","","0,00%"
"10/12/2024","2.068,0","2.068,0","2.068,0","2.068,0","0,04K","0,00%"
"09/07/2024","2.068,0","2.068,0","2.068,0","2.068,0","0,01K","6,00%"
"21/06/2024","1.951,0","1.951,0","1.951,0","1.951,0","0,00K","-4,32%"
"15/04/2024","2.039,0","2.039,0","2.039,0","2.039,0","0,00K","0,00%"
"04/04/2024","2.039,0","2.039,0","2.039,0","2.039,0","0,01K","-5,86%"
"11/03/2024","2.166,0","2.166,0","2.166,0","2.166,0","0,01K","-5,83%"
"18/01/2024","2.300,0","2.300,0","2.300,0","2.300,0","0,00K","-0,86%"
"10/01/2024","2.320,0","2.320,0","2.320,0","2.320,0","0,02K","-0,22%"
"09/01/2024","2.325,0","2.325,0","2.325,0","2.325,0","0,01K","0,09%"
"08/01/2024","2.323,0","2.323,0","2.323,0","2.323,0","0,06K","-5,95%"
"26/12/2023","2.470,0","2.470,0","2.470,0","2.470,0","0,01K","0,00%"
"21/12/2023","2.470,0","2.470,0","2.470,0","2.470,0","0,01K","5,96%"
"20/12/2023","2.331,0","2.331,0","2.331,0","2.331,0","0,00K","5,95%"
"07/12/2023","2.200,0","2.200,0","2.200,0","2.200,0","0,00K","-4,14%"
"06/12/2023","2.295,0","2.295,0","2.295,0","2.295,0","0,00K","4,03%"
"24/11/2023","2.206,0","2.206,0","2.206,0","2.206,0","0,01K","0,00%"
"23/10/2023","2.206,0","2.206,0","2.206,0","2.206,0","0,01K","5,96%"
"19/10/2023","2.082,0","2.082,0","2.082,0","2.082,0","0,00K","5,95%"
"13/10/2023","1.965,0","1.965,0","1.965,0","1.965,0","0,00K","5,99%"
"10/10/2023","1.854,0","1.854,0","1.854,0","1.854,0","0,00K","5,94%"
"15/09/2023","1.750,0","1.750,0","1.750,0","1.750,0","1,87K","-3,69%"
"06/09/2022","1.817,0","1.817,0","1.817,0","1.817,0","0,01K","-8,14%"
"16/05/2022","1.978,0","1.978,0","1.978,0","1.978,0","0,00K","4,00%"
"06/05/2022","1.902,0","1.902,0","1.902,0","1.902,0","0,00K","-0,94%"
"05/05/2022","1.920,0","1.920,0","1.920,0","1.920,0","0,00K","-3,76%"
"28/04/2022","1.995,0","1.995,0","1.995,0","1.995,0","0,00K","-3,86%"
"14/04/2022","2.075,0","2.075,0","2.075,0","2.075,0","0,06K","3,80%"
"31/03/2022","1.999,0","1.999,0","1.999,0","1.999,0","0,30K","3,36%"
"28/03/2022","1.934,0","1.934,0","1.934,0","1.934,0","0,00K","3,98%"
"16/03/2022","1.860,0","1.860,0","1.860,0","1.860,0","0,00K","-0,37%"
"11/03/2022","1.867,0","1.867,0","1.867,0","1.867,0","0,00K","-3,96%"
"09/03/2022","1.944,0","1.944,0","1.944,0","1.944,0","0,01K","3,96%"
"18/01/2022","1.870,0","1.870,0","1.870,0","1.870,0","0,00K","-3,66%"
"17/01/2022","1.941,0","1.941,0","1.941,0","1.941,0","0,43K","1,09%"
"14/01/2022","1.920,0","1.920,0","1.920,0","1.920,0","0,04K","-1,08%"
"07/01/2022","1.941,0","1.941,0","1.941,0","1.941,0","1,30K","0,00%"
"11/10/2021","1.941,0","1.941,0","1.941,0","1.941,0","0,01K","-1,97%"
"24/08/2021","1.980,0","1.980,0","1.980,0","1.980,0","0,01K","-1,10%"
