"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"09/05/2025","6.990,0","6.990,0","6.990,0","6.990,0","0,05K","5,40%"
"07/05/2025","6.632,0","6.632,0","6.632,0","6.632,0","0,01K","-5,18%"
"02/05/2025","6.994,0","6.994,0","6.994,0","6.994,0","0,00K","5,91%"
"23/04/2025","6.604,0","6.604,0","6.604,0","6.604,0","0,00K","-5,63%"
"18/04/2025","6.998,0","6.998,0","6.998,0","6.998,0","0,02K","-0,01%"
"10/04/2025","6.999,0","6.999,0","6.999,0","6.999,0","0,00K","5,92%"
"09/04/2025","6.608,0","6.608,0","6.608,0","6.608,0","0,00K","0,12%"
"08/04/2025","6.600,0","6.600,0","6.600,0","6.600,0","0,00K","-5,70%"
"04/04/2025","6.999,0","6.999,0","6.999,0","6.999,0","0,02K","-0,01%"
"20/03/2025","7.000,0","7.000,0","7.000,0","7.000,0","0,04K","0,03%"
"19/03/2025","6.998,0","6.998,0","6.998,0","6.998,0","0,00K","-0,01%"
"06/03/2025","6.999,0","6.999,0","6.999,0","6.999,0","0,00K","0,43%"
"28/02/2025","6.969,0","6.969,0","6.969,0","6.969,0","0,00K","5,91%"
"26/02/2025","6.580,0","6.580,0","6.580,0","6.580,0","0,00K","-0,05%"
"25/02/2025","6.583,0","6.583,0","6.583,0","6.583,0","0,00K","0,03%"
"24/02/2025","6.581,0","6.581,0","6.581,0","6.581,0","0,00K","-5,97%"
"21/02/2025","6.999,0","6.999,0","6.999,0","6.999,0","0,03K","-0,01%"
"20/02/2025","7.000,0","7.000,0","7.000,0","7.000,0","0,01K","2,94%"
"18/02/2025","6.800,0","6.800,0","6.800,0","6.800,0","0,04K","0,74%"
"17/02/2025","6.750,0","6.750,0","6.750,0","6.750,0","0,01K","-0,74%"
"11/02/2025","6.800,0","6.800,0","6.800,0","6.800,0","0,05K","0,03%"
"03/02/2025","6.798,0","6.798,0","6.798,0","6.798,0","0,00K","5,13%"
"31/01/2025","6.466,0","6.466,0","6.466,0","6.466,0","0,00K","-4,91%"
"30/01/2025","6.800,0","6.800,0","6.800,0","6.800,0","0,01K","0,00%"
"29/01/2025","6.800,0","6.800,0","6.800,0","6.800,0","0,02K","4,94%"
"28/01/2025","6.480,0","6.480,0","6.480,0","6.480,0","0,00K","-5,75%"
"09/01/2025","6.875,0","6.875,0","6.875,0","6.875,0","0,00K","0,01%"
"08/01/2025","6.874,0","6.874,0","6.874,0","6.874,0","0,00K","0,03%"
"07/01/2025","6.872,0","6.872,0","6.872,0","6.872,0","0,00K","-0,04%"
"25/12/2024","6.875,0","6.875,0","6.875,0","6.875,0","0,00K","6,00%"
"05/12/2024","6.486,0","6.486,0","6.486,0","6.486,0","0,00K","-0,02%"
"02/12/2024","6.487,0","6.487,0","6.487,0","6.487,0","0,00K","0,02%"
"26/11/2024","6.486,0","6.486,0","6.486,0","6.486,0","0,00K","-0,02%"
"25/11/2024","6.487,0","6.487,0","6.487,0","6.487,0","0,00K","-5,99%"
"02/10/2024","6.900,0","6.900,0","6.900,0","6.900,0","0,00K","-0,81%"
