"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"05/05/2025","3.338,0","3.338,0","3.338,0","3.338,0","0,00K","-5,97%"
"18/04/2025","3.550,0","3.550,0","3.550,0","3.550,0","0,02K","-1,39%"
"17/04/2025","3.600,0","3.600,0","3.600,0","3.600,0","0,01K","4,35%"
"09/04/2025","3.450,0","3.450,0","3.450,0","3.450,0","0,01K","-0,86%"
"07/04/2025","3.480,0","3.480,0","3.480,0","3.480,0","0,00K","-0,49%"
"04/04/2025","3.497,0","3.497,0","3.497,0","3.497,0","0,01K","5,97%"
"03/04/2025","3.300,0","3.300,0","3.300,0","3.300,0","0,01K","0,00%"
"25/03/2025","3.300,0","3.300,0","3.300,0","3.300,0","0,01K","3,09%"
"11/03/2025","3.201,0","3.201,0","3.201,0","3.201,0","0,00K","-5,85%"
"10/03/2025","3.400,0","3.400,0","3.400,0","3.400,0","0,00K","0,00%"
"07/03/2025","3.400,0","3.400,0","3.400,0","3.400,0","0,03K","0,00%"
"26/02/2025","3.400,0","3.400,0","3.400,0","3.400,0","2,00K","-2,83%"
"25/02/2025","3.499,0","3.499,0","3.499,0","3.499,0","0,00K","3,37%"
"24/02/2025","3.385,0","3.385,0","3.385,0","3.385,0","0,04K","-5,97%"
"17/02/2025","3.600,0","3.600,0","3.600,0","3.600,0","0,43K","0,00%"
"13/02/2025","3.600,0","3.600,0","3.600,0","3.600,0","0,03K","-0,14%"
"05/02/2025","3.605,0","3.605,0","3.605,0","3.605,0","0,00K","0,14%"
"29/01/2025","3.600,0","3.600,0","3.600,0","3.600,0","0,05K","-3,20%"
"27/01/2025","3.719,0","3.719,0","3.719,0","3.719,0","0,00K","0,57%"
"24/01/2025","3.698,0","3.698,0","3.698,0","3.698,0","0,09K","-0,05%"
"23/01/2025","3.700,0","3.700,0","3.700,0","3.700,0","0,11K","2,75%"
"22/01/2025","3.601,0","3.601,0","3.601,0","3.601,0","0,10K","5,97%"
"21/01/2025","3.398,0","3.398,0","3.398,0","3.398,0","0,61K","5,99%"
"20/01/2025","3.206,0","3.206,0","3.206,0","3.206,0","0,01K","-5,71%"
"10/01/2025","3.400,0","3.400,0","3.400,0","3.400,0","0,01K","0,00%"
"06/01/2025","3.400,0","3.400,0","3.400,0","3.400,0","0,00K","0,00%"
"03/01/2025","3.400,0","3.400,0","3.400,0","3.400,0","0,01K","-1,45%"
"31/12/2024","3.450,0","3.450,0","3.450,0","3.450,0","0,02K","-0,43%"
"30/12/2024","3.465,0","3.465,0","3.465,0","3.465,0","0,00K","-6,00%"
"19/11/2024","3.686,0","3.686,0","3.686,0","3.686,0","0,01K","5,98%"
"03/10/2024","3.478,0","3.478,0","3.478,0","3.478,0","0,00K","-5,97%"
"26/09/2024","3.699,0","3.699,0","3.699,0","3.699,0","0,05K","-0,03%"
"10/09/2024","3.700,0","3.700,0","3.700,0","3.700,0","0,01K","5,84%"
"05/09/2024","3.496,0","3.496,0","3.496,0","3.496,0","0,00K","5,94%"
"03/09/2024","3.300,0","3.300,0","3.300,0","3.300,0","0,00K","1,38%"
"30/08/2024","3.255,0","3.255,0","3.255,0","3.255,0","0,06K","-0,06%"
"29/08/2024","3.257,0","3.257,0","3.257,0","3.257,0","0,01K","-5,98%"
"26/08/2024","3.464,0","3.464,0","3.464,0","3.464,0","0,05K","-0,03%"
"22/08/2024","3.465,0","3.465,0","3.465,0","3.465,0","0,01K","0,00%"
"19/08/2024","3.465,0","3.465,0","3.465,0","3.465,0","0,05K","0,00%"
"09/08/2024","3.465,0","3.465,0","3.465,0","3.465,0","0,05K","-0,14%"
"08/08/2024","3.470,0","3.470,0","3.470,0","3.470,0","0,00K","0,00%"
"07/08/2024","3.470,0","3.470,0","3.470,0","3.470,0","0,00K","0,00%"
"06/08/2024","3.470,0","3.470,0","3.470,0","3.470,0","0,00K","-8,88%"
"09/07/2024","3.808,0","3.808,0","3.808,0","3.808,0","0,01K","5,98%"
"05/07/2024","3.593,0","3.593,0","3.593,0","3.593,0","0,20K","0,00%"
"11/06/2024","3.593,0","3.593,0","3.593,0","3.593,0","0,21K","0,00%"
"07/02/2024","3.593,0","3.593,0","3.593,0","3.593,0","0,01K","5,96%"
"17/01/2024","3.391,0","3.391,0","3.391,0","3.391,0","0,01K","5,97%"
"16/01/2024","3.200,0","3.200,0","3.200,0","3.200,0","0,78K","0,00%"
"12/01/2024","3.200,0","3.200,0","3.200,0","3.200,0","0,03K","0,00%"
"03/01/2024","3.200,0","3.200,0","3.200,0","3.200,0","0,40K","0,00%"
"22/12/2023","3.200,0","3.200,0","3.200,0","3.200,0","0,30K","-5,88%"
"30/11/2023","3.400,0","3.400,0","3.400,0","3.400,0","0,00K","-5,56%"
"06/10/2023","3.600,0","3.600,0","3.600,0","3.600,0","0,08K","0,00%"
"21/09/2023","3.600,0","3.600,0","3.600,0","3.600,0","0,41K","-1,37%"
"01/09/2023","3.650,0","3.650,0","3.650,0","3.650,0","0,54K","-3,69%"
"28/07/2023","3.790,0","3.790,0","3.790,0","3.790,0","0,01K","1,61%"
"11/07/2023","3.730,0","3.730,0","3.730,0","3.730,0","0,02K","0,00%"
"22/06/2023","3.730,0","3.730,0","3.730,0","3.730,0","0,01K","1,06%"
"21/06/2023","3.691,0","3.691,0","3.691,0","3.691,0","0,01K","3,97%"
"20/06/2023","3.550,0","3.550,0","3.550,0","3.550,0","0,00K","3,98%"
"16/06/2023","3.414,0","3.414,0","3.414,0","3.414,0","0,00K","3,99%"
"15/06/2023","3.283,0","3.283,0","3.283,0","3.283,0","0,76K","-3,95%"
"14/06/2023","3.418,0","3.418,0","3.418,0","3.418,0","0,01K","-3,99%"
"13/06/2023","3.560,0","3.560,0","3.560,0","3.560,0","0,00K","-3,78%"
"06/06/2023","3.700,0","3.700,0","3.700,0","3.700,0","0,01K","0,00%"
"31/05/2023","3.700,0","3.700,0","3.700,0","3.700,0","0,01K","3,93%"
"30/05/2023","3.560,0","3.560,0","3.560,0","3.560,0","0,01K","3,79%"
"29/05/2023","3.430,0","3.430,0","3.430,0","3.430,0","0,01K","3,94%"
"25/05/2023","3.300,0","3.300,0","3.300,0","3.300,0","0,00K","-1,90%"
"24/05/2023","3.364,0","3.364,0","3.364,0","3.364,0","0,01K","-4,00%"
"23/05/2023","3.504,0","3.504,0","3.504,0","3.504,0","0,00K","-3,97%"
"27/04/2023","3.649,0","3.649,0","3.649,0","3.649,0","0,01K","-0,05%"
"26/04/2023","3.651,0","3.651,0","3.651,0","3.651,0","0,01K","-2,64%"
"13/04/2023","3.750,0","3.750,0","3.750,0","3.750,0","0,60K","3,08%"
"29/03/2023","3.638,0","3.638,0","3.638,0","3.638,0","0,00K","-0,03%"
"22/03/2023","3.639,0","3.639,0","3.639,0","3.639,0","0,00K","-3,98%"
"17/03/2023","3.790,0","3.790,0","3.790,0","3.790,0","0,01K","-0,18%"
"04/01/2023","3.797,0","3.797,0","3.797,0","3.797,0","0,01K","-3,99%"
"30/11/2022","3.955,0","3.955,0","3.955,0","3.955,0","0,00K","-3,98%"
"26/10/2022","4.119,0","4.119,0","4.119,0","4.119,0","0,00K","-3,99%"
"25/10/2022","4.290,0","4.290,0","4.290,0","4.290,0","0,00K","0,00%"
"13/10/2022","4.290,0","4.290,0","4.290,0","4.290,0","0,01K","1,54%"
"12/10/2022","4.225,0","4.225,0","4.225,0","4.225,0","0,01K","-3,98%"
"11/10/2022","4.400,0","4.400,0","4.400,0","4.400,0","0,00K","0,00%"
"07/10/2022","4.400,0","4.400,0","4.400,0","4.400,0","0,00K","0,00%"
"06/10/2022","4.400,0","4.400,0","4.400,0","4.400,0","0,00K","0,00%"
"05/10/2022","4.400,0","4.400,0","4.400,0","4.400,0","0,00K","0,00%"
"04/10/2022","4.400,0","4.400,0","4.400,0","4.400,0","0,00K","0,94%"
"03/10/2022","4.359,0","4.359,0","4.359,0","4.359,0","0,00K","-3,99%"
"27/09/2022","4.540,0","4.540,0","4.540,0","4.540,0","0,02K","1,68%"
"26/09/2022","4.465,0","4.465,0","4.465,0","4.465,0","0,00K","-3,98%"
"09/08/2022","4.650,0","4.650,0","4.650,0","4.650,0","0,05K","-0,53%"
"05/08/2022","4.675,0","4.675,0","4.675,0","4.675,0","0,03K","-5,56%"
"17/06/2022","4.950,0","4.950,0","4.950,0","4.950,0","0,01K","3,13%"
