"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"28/04/2025","170,00","170,00","170,00","170,00","0,16K","0,00%"
"25/04/2025","170,00","170,00","170,00","170,00","0,08K","0,27%"
"23/04/2025","169,55","169,55","169,55","169,55","0,47K","5,97%"
"22/04/2025","160,00","160,00","160,00","160,00","0,00K","-5,88%"
"09/04/2025","170,00","170,00","170,00","170,00","0,05K","-0,93%"
"03/04/2025","171,60","171,60","171,60","171,60","0,00K","-0,23%"
"02/04/2025","172,00","172,00","172,00","172,00","0,00K","0,23%"
"28/03/2025","171,60","171,60","171,60","171,60","3,07K","5,93%"
"27/03/2025","162,00","162,00","162,00","162,00","1,00K","0,19%"
"26/03/2025","161,70","161,70","161,70","161,70","0,00K","-5,99%"
"25/03/2025","172,00","172,00","172,00","172,00","0,60K","0,00%"
"10/03/2025","172,00","172,00","172,00","172,00","0,08K","0,00%"
"06/03/2025","172,00","172,00","172,00","172,00","0,00K","0,00%"
"05/03/2025","172,00","172,00","172,00","172,00","0,25K","2,38%"
"04/03/2025","168,00","168,00","168,00","168,00","0,00K","-2,33%"
"24/02/2025","172,00","172,00","172,00","172,00","","0,00%"
"20/02/2025","172,00","172,00","172,00","172,00","0,02K","1,44%"
"13/02/2025","169,55","169,55","169,55","169,55","0,02K","5,97%"
"12/02/2025","160,00","160,00","160,00","160,00","0,01K","-5,88%"
"11/02/2025","170,00","170,00","170,00","170,00","0,00K","0,00%"
"05/02/2025","170,00","170,00","170,00","170,00","0,00K","-1,16%"
"04/02/2025","172,00","172,00","172,00","172,00","0,00K","-1,15%"
"31/01/2025","174,00","174,00","174,00","174,00","0,00K","-0,57%"
"29/01/2025","175,00","175,00","175,00","175,00","0,00K","0,00%"
"23/01/2025","175,00","175,00","175,00","175,00","0,05K","2,94%"
"22/01/2025","170,00","170,00","170,00","170,00","0,00K","-3,95%"
"17/01/2025","177,00","177,00","177,00","177,00","0,01K","0,00%"
"08/01/2025","177,00","177,00","177,00","177,00","0,03K","0,00%"
"07/01/2025","177,00","177,00","177,00","177,00","0,01K","0,00%"
"02/01/2025","177,00","177,00","177,00","177,00","0,01K","4,12%"
"30/12/2024","170,00","170,00","170,00","170,00","0,00K","0,00%"
"25/12/2024","170,00","170,00","170,00","170,00","0,00K","0,00%"
"16/12/2024","170,00","170,00","170,00","170,00","0,00K","-1,11%"
"13/12/2024","171,90","171,90","171,90","171,90","9,04K","-1,72%"
"18/09/2024","174,90","174,90","174,90","174,90","0,00K","-0,57%"
"05/09/2024","175,90","175,90","175,90","175,90","0,35K","0,00%"
"04/09/2024","175,90","175,90","175,90","175,90","0,05K","0,00%"
"29/08/2024","175,90","175,90","175,90","175,90","0,06K","0,00%"
"27/08/2024","175,90","175,90","175,90","175,90","0,01K","-0,57%"
"18/07/2024","176,90","176,90","176,90","176,90","0,02K","-0,06%"
"12/07/2024","177,00","177,00","177,00","177,00","0,00K","0,00%"
"05/07/2024","177,00","177,00","177,00","177,00","0,01K","0,00%"
"06/06/2024","177,00","177,00","177,00","177,00","0,01K","-0,11%"
"14/05/2024","177,20","177,20","177,20","177,20","0,00K","-0,28%"
"15/04/2024","177,70","177,70","177,70","177,70","12,87K","-0,17%"
"13/02/2024","178,00","178,00","178,00","178,00","0,03K","1,77%"
"12/02/2024","174,90","174,90","174,90","174,90","0,04K","4,48%"
"07/02/2024","167,40","167,40","167,40","167,40","0,01K","-5,96%"
"26/01/2024","178,00","178,00","178,00","178,00","0,01K","1,14%"
"23/01/2024","176,00","176,00","176,00","176,00","0,00K","-0,56%"
"29/12/2023","177,00","177,00","177,00","177,00","0,05K","2,91%"
"21/12/2023","172,00","172,00","172,00","172,00","0,05K","1,78%"
"18/12/2023","169,00","169,00","169,00","169,00","0,01K","2,18%"
"15/12/2023","165,40","165,40","165,40","165,40","0,47K","3,44%"
"12/12/2023","159,90","159,90","159,90","159,90","0,06K","0,57%"
"07/12/2023","159,00","159,00","159,00","159,00","0,40K","0,00%"
"06/12/2023","159,00","159,00","159,00","159,00","0,16K","5,82%"
"05/12/2023","150,25","150,25","150,25","150,25","0,01K","-5,98%"
"20/11/2023","159,80","159,80","159,80","159,80","0,00K","0,82%"
"15/11/2023","158,50","158,50","158,50","158,50","0,02K","0,44%"
"09/11/2023","157,80","157,80","157,80","157,80","0,15K","0,00%"
"02/11/2023","157,80","157,80","157,80","157,80","0,07K","0,00%"
"20/10/2023","157,80","157,80","157,80","157,80","0,06K","0,00%"
"18/10/2023","157,80","157,80","157,80","157,80","0,20K","0,19%"
"09/10/2023","157,50","157,50","157,50","157,50","0,02K","-0,94%"
"16/08/2023","159,00","159,00","159,00","159,00","0,03K","2,58%"
"07/08/2023","155,00","155,00","155,00","155,00","0,01K","-1,90%"
"03/08/2023","158,00","158,00","158,00","158,00","0,01K","0,00%"
"31/07/2023","158,00","158,00","158,00","158,00","0,00K","0,00%"
"25/07/2023","158,00","158,00","158,00","158,00","0,01K","-1,25%"
"07/07/2023","160,00","160,00","160,00","160,00","0,20K","3,23%"
"04/07/2023","155,00","155,00","155,00","155,00","0,00K","-3,06%"
"13/06/2023","159,90","159,90","159,90","159,90","0,01K","0,00%"
"31/05/2023","159,90","159,90","159,90","159,90","0,01K","2,50%"
"28/04/2023","156,00","156,00","156,00","156,00","0,00K","-0,57%"
"01/03/2023","156,90","156,90","156,90","156,90","0,10K","3,91%"
"28/02/2023","151,00","151,00","151,00","151,00","0,10K","3,42%"
"24/02/2023","146,00","146,00","146,00","146,00","0,10K","3,88%"
"23/02/2023","140,55","140,55","140,55","140,55","0,31K","-4,00%"
"22/02/2023","146,40","146,40","146,40","146,40","0,00K","-3,97%"
"21/02/2023","152,45","152,45","152,45","152,45","0,01K","-4,00%"
"14/02/2023","158,80","158,80","158,80","158,80","0,01K","3,99%"
"13/02/2023","152,70","152,70","152,70","152,70","0,04K","-3,96%"
"10/02/2023","159,00","159,00","159,00","159,00","0,00K","0,00%"
"09/02/2023","159,00","159,00","159,00","159,00","0,01K","0,66%"
"16/12/2022","157,95","157,95","157,95","157,95","0,18K","3,98%"
"09/12/2022","151,90","151,90","151,90","151,90","0,00K","3,97%"
"08/12/2022","146,10","146,10","146,10","146,10","0,10K","-3,98%"
"07/12/2022","152,15","152,15","152,15","152,15","0,02K","-3,98%"
"06/12/2022","158,45","158,45","158,45","158,45","0,03K","-3,97%"
"02/12/2022","165,00","165,00","165,00","165,00","0,00K","0,43%"
"01/12/2022","164,30","164,30","164,30","164,30","0,21K","3,99%"
