"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"15/05/2025","951,00","951,00","951,00","951,00","0,00K","-1,96%"
"09/05/2025","970,00","970,00","970,00","970,00","0,00K","-0,21%"
"05/05/2025","972,00","972,00","972,00","972,00","0,00K","3,29%"
"02/05/2025","941,00","941,00","941,00","941,00","0,00K","-3,19%"
"25/04/2025","972,00","972,00","972,00","972,00","0,00K","4,96%"
"23/04/2025","926,10","926,10","926,10","926,10","0,00K","0,66%"
"22/04/2025","920,00","920,00","920,00","920,00","0,00K","-5,64%"
"15/04/2025","975,00","975,00","975,00","975,00","0,01K","4,84%"
"14/04/2025","930,00","930,00","930,00","930,00","0,00K","0,00%"
"09/04/2025","930,00","930,00","930,00","930,00","0,07K","-4,62%"
"08/04/2025","975,00","975,00","975,00","975,00","0,00K","-0,20%"
"26/03/2025","977,00","977,00","977,00","977,00","0,02K","3,94%"
"26/02/2025","940,00","940,00","940,00","940,00","0,00K","4,21%"
"25/02/2025","902,00","902,00","902,00","902,00","0,00K","0,10%"
"24/02/2025","901,10","901,10","901,10","901,10","0,00K","0,01%"
"20/02/2025","901,00","901,00","901,00","901,00","0,00K","0,00%"
"19/02/2025","901,00","901,00","901,00","901,00","0,00K","0,11%"
"18/02/2025","900,00","900,00","900,00","900,00","0,00K","-0,11%"
"17/02/2025","901,00","901,00","901,00","901,00","0,00K","0,11%"
"10/02/2025","900,00","900,00","900,00","900,00","0,06K","0,00%"
"07/02/2025","900,00","900,00","900,00","900,00","0,30K","0,00%"
"06/02/2025","900,00","900,00","900,00","900,00","0,31K","-2,70%"
"05/02/2025","925,00","925,00","925,00","925,00","0,01K","1,09%"
"03/02/2025","915,00","915,00","915,00","915,00","0,03K","0,87%"
"29/01/2025","907,10","907,10","907,10","907,10","0,00K","0,68%"
"15/01/2025","901,00","901,00","901,00","901,00","0,00K","-0,99%"
"13/01/2025","910,00","910,00","910,00","910,00","0,20K","0,00%"
"10/01/2025","910,00","910,00","910,00","910,00","0,08K","1,11%"
"09/01/2025","900,00","900,00","900,00","900,00","0,00K","0,00%"
"31/12/2024","900,00","900,00","900,00","900,00","0,10K","0,00%"
"30/12/2024","900,00","900,00","900,00","900,00","0,03K","0,00%"
"27/12/2024","900,00","900,00","900,00","900,00","0,04K","0,00%"
"26/12/2024","900,00","900,00","900,00","900,00","0,35K","0,00%"
"25/12/2024","900,00","900,00","900,00","900,00","0,01K","0,00%"
"24/12/2024","900,00","900,00","900,00","900,00","0,00K","0,00%"
"23/12/2024","900,00","900,00","900,00","900,00","0,00K","0,00%"
"20/12/2024","900,00","900,00","900,00","900,00","0,01K","0,00%"
"19/12/2024","900,00","900,00","900,00","900,00","0,10K","0,00%"
"18/12/2024","900,00","900,00","900,00","900,00","0,05K","0,00%"
"17/12/2024","900,00","900,00","900,00","900,00","0,36K","-3,02%"
"13/12/2024","928,00","928,00","928,00","928,00","0,02K","-0,11%"
"19/11/2024","929,00","929,00","929,00","929,00","0,07K","0,00%"
"13/11/2024","929,00","929,00","929,00","929,00","0,00K","3,22%"
"12/11/2024","900,00","900,00","900,00","900,00","0,43K","-0,55%"
"11/11/2024","905,00","905,00","905,00","905,00","0,02K","0,44%"
"28/10/2024","901,00","901,00","901,00","901,00","0,01K","0,11%"
"23/10/2024","900,00","900,00","900,00","900,00","0,07K","0,00%"
"21/10/2024","900,00","900,00","900,00","900,00","0,05K","-3,74%"
"08/10/2024","935,00","935,00","935,00","935,00","0,02K","1,08%"
"04/10/2024","925,00","925,00","925,00","925,00","0,02K","0,00%"
"30/09/2024","925,00","925,00","925,00","925,00","0,01K","0,00%"
"25/09/2024","925,00","925,00","925,00","925,00","0,01K","0,00%"
"23/09/2024","925,00","925,00","925,00","925,00","0,05K","-0,54%"
"20/09/2024","930,00","930,00","930,00","930,00","0,11K","-0,21%"
"19/09/2024","932,00","932,00","932,00","932,00","0,01K","-1,48%"
"12/09/2024","946,00","946,00","946,00","946,00","0,01K","-0,32%"
"05/09/2024","949,00","949,00","949,00","949,00","0,01K","4,75%"
"03/09/2024","906,00","906,00","906,00","906,00","0,01K","0,39%"
"26/08/2024","902,50","902,50","902,50","902,50","0,05K","-5,97%"
"23/08/2024","959,80","959,80","959,80","959,80","0,05K","-0,85%"
"06/08/2024","968,00","968,00","968,00","968,00","0,06K","-3,20%"
"05/08/2024","1.000,00","1.000,00","1.000,00","1.000,00","0,07K","0,10%"
"02/08/2024","999,00","999,00","999,00","999,00","0,08K","2,57%"
"01/08/2024","974,00","974,00","974,00","974,00","0,01K","0,41%"
"23/07/2024","970,00","970,00","970,00","970,00","0,00K","-0,09%"
"22/07/2024","970,90","970,90","970,90","970,90","0,02K","5,99%"
"19/07/2024","916,00","916,00","916,00","916,00","0,01K","0,22%"
"09/07/2024","914,00","914,00","914,00","914,00","0,00K","-5,97%"
"28/06/2024","972,00","972,00","972,00","972,00","0,02K","0,00%"
"27/06/2024","972,00","972,00","972,00","972,00","0,00K","0,00%"
"06/06/2024","972,00","972,00","972,00","972,00","0,14K","5,88%"
"31/05/2024","918,00","918,00","918,00","918,00","0,01K","0,22%"
"28/05/2024","916,00","916,00","916,00","916,00","0,00K","-0,97%"
"21/05/2024","925,00","925,00","925,00","925,00","0,13K","0,00%"
