"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"16/05/2025","282,00","280,00","282,00","280,00","0,03K","0,71%"
"15/05/2025","280,00","280,00","280,00","280,00","0,11K","0,00%"
"14/05/2025","280,00","280,50","280,50","280,00","0,03K","0,00%"
"13/05/2025","280,00","280,00","280,00","280,00","0,64K","0,00%"
"12/05/2025","280,00","284,95","284,95","280,00","0,03K","-0,36%"
"09/05/2025","281,00","281,00","281,00","281,00","0,02K","-0,05%"
"07/05/2025","281,15","280,00","288,00","280,00","0,10K","-2,38%"
"06/05/2025","288,00","280,00","288,00","280,00","0,22K","2,86%"
"05/05/2025","280,00","284,00","284,00","280,00","0,01K","-1,72%"
"29/04/2025","284,90","280,05","284,90","280,00","1,01K","1,75%"
"24/04/2025","280,00","280,00","280,00","280,00","0,07K","0,00%"
"23/04/2025","280,00","280,10","280,10","280,00","0,11K","-0,04%"
"22/04/2025","280,10","280,10","280,10","280,10","0,06K","-0,67%"
"21/04/2025","282,00","282,00","282,00","282,00","0,06K","0,71%"
"17/04/2025","280,00","287,95","287,95","280,00","0,03K","-0,02%"
"15/04/2025","280,05","280,05","280,05","280,05","0,00K","0,02%"
"14/04/2025","280,00","280,00","280,00","280,00","0,10K","0,00%"
"11/04/2025","280,00","280,50","280,50","280,00","0,46K","0,00%"
"09/04/2025","280,00","290,00","290,00","280,00","0,10K","0,00%"
"08/04/2025","280,00","280,00","280,00","280,00","0,75K","0,00%"
"07/04/2025","280,00","280,00","280,00","280,00","0,33K","0,00%"
"04/04/2025","280,00","285,00","285,00","280,00","0,50K","0,00%"
"03/04/2025","280,00","280,05","280,05","280,00","0,42K","-1,75%"
"02/04/2025","285,00","285,00","285,00","285,00","0,04K","-1,72%"
"28/03/2025","290,00","280,00","290,00","280,00","4,10K","-3,33%"
"27/03/2025","300,00","279,10","300,00","279,10","0,51K","3,45%"
"26/03/2025","290,00","290,00","290,00","290,00","0,11K","0,00%"
"21/03/2025","290,00","278,90","290,00","278,90","3,94K","3,98%"
"19/03/2025","278,90","270,00","279,00","267,00","0,32K","1,42%"
"18/03/2025","275,00","275,00","275,00","275,00","0,02K","-1,61%"
"17/03/2025","279,50","266,00","279,50","265,50","0,33K","5,43%"
"14/03/2025","265,10","270,00","270,00","265,10","0,11K","-1,81%"
"13/03/2025","270,00","279,50","279,50","270,00","0,02K","0,00%"
"12/03/2025","270,00","279,55","279,55","270,00","0,01K","-3,47%"
"11/03/2025","279,70","277,00","279,70","277,00","0,11K","0,07%"
"10/03/2025","279,50","279,50","279,50","279,50","0,08K","5,08%"
"07/03/2025","266,00","266,00","266,00","266,00","0,13K","-0,04%"
"05/03/2025","266,10","266,10","266,10","266,00","0,17K","0,00%"
"04/03/2025","266,10","266,10","266,10","266,10","0,04K","0,00%"
"03/03/2025","266,10","266,10","266,10","266,10","0,11K","-0,71%"
"28/02/2025","268,00","267,50","275,00","267,50","0,11K","0,37%"
"27/02/2025","267,00","265,05","268,00","265,05","0,17K","-2,20%"
"26/02/2025","273,00","278,00","278,00","265,00","0,14K","-1,50%"
"25/02/2025","277,15","277,15","277,15","277,15","0,00K","-1,02%"
"24/02/2025","280,00","280,00","280,00","280,00","","0,00%"
"20/02/2025","280,00","280,00","280,00","277,10","0,04K","0,00%"
"19/02/2025","280,00","280,00","280,00","280,00","0,01K","0,00%"
"18/02/2025","280,00","280,00","280,00","280,00","0,10K","-0,02%"
"17/02/2025","280,05","284,45","284,45","280,05","0,00K","0,02%"
"14/02/2025","280,00","280,00","280,00","280,00","0,02K","0,00%"
"13/02/2025","280,00","280,10","280,10","280,00","0,09K","0,00%"
"12/02/2025","280,00","280,00","280,00","280,00","2,19K","0,00%"
"11/02/2025","280,00","280,20","280,20","280,00","0,20K","-0,02%"
"10/02/2025","280,05","285,00","285,00","280,00","0,04K","0,02%"
"07/02/2025","280,00","280,00","280,00","280,00","1,10K","1,01%"
"06/02/2025","277,20","281,00","281,00","277,20","0,11K","-2,39%"
"05/02/2025","284,00","280,00","284,00","280,00","1,10K","1,43%"
"04/02/2025","280,00","280,00","281,00","280,00","1,05K","0,00%"
"03/02/2025","280,00","280,00","288,00","280,00","2,14K","0,00%"
"31/01/2025","280,00","279,90","280,00","279,90","2,02K","-0,18%"
"30/01/2025","280,50","280,50","280,50","280,50","0,05K","0,18%"
"29/01/2025","280,00","276,00","280,00","275,65","2,02K","0,00%"
"28/01/2025","280,00","275,50","288,00","275,50","0,16K","1,67%"
"24/01/2025","275,40","287,95","287,95","275,40","3,07K","-1,64%"
"23/01/2025","280,00","279,00","280,00","279,00","10,88K","0,04%"
"22/01/2025","279,90","275,30","279,90","275,30","0,02K","1,58%"
