"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"16/05/2025","227,00","230,00","235,50","227,00","15,24K","-2,78%"
"15/05/2025","233,50","233,50","234,40","231,10","33,57K","-0,64%"
"14/05/2025","235,00","235,95","235,95","233,50","12,26K","0,43%"
"13/05/2025","234,00","233,15","236,00","233,10","146,14K","0,39%"
"12/05/2025","233,10","226,10","237,00","226,10","38,24K","0,32%"
"09/05/2025","232,35","228,50","232,55","226,20","90,02K","2,65%"
"08/05/2025","226,35","230,00","230,00","226,10","26,00K","-1,24%"
"07/05/2025","229,20","232,00","232,90","229,15","12,96K","-0,35%"
"06/05/2025","230,00","229,10","233,50","229,10","16,11K","1,68%"
"05/05/2025","226,20","226,60","228,95","225,10","1,51K","-1,18%"
"02/05/2025","228,90","226,60","229,00","226,60","11,16K","-0,04%"
"30/04/2025","229,00","226,10","232,90","226,10","67,32K","0,48%"
"29/04/2025","227,90","228,00","231,00","225,10","4,74K","-0,09%"
"28/04/2025","228,10","230,00","233,90","228,00","5,37K","-0,83%"
"25/04/2025","230,00","230,00","235,00","228,00","47,52K","0,44%"
"24/04/2025","229,00","227,00","230,05","225,00","17,77K","1,33%"
"23/04/2025","226,00","225,90","226,00","222,05","12,94K","1,35%"
"22/04/2025","223,00","224,50","224,60","222,00","11,68K","-0,45%"
"21/04/2025","224,00","220,65","225,00","220,65","3,54K","1,59%"
"18/04/2025","220,50","225,00","226,00","220,00","25,75K","-1,56%"
"17/04/2025","224,00","227,00","227,00","223,95","7,72K","0,00%"
"16/04/2025","224,00","221,00","227,45","221,00","8,36K","1,70%"
"15/04/2025","220,25","215,70","227,50","215,70","39,28K","2,44%"
"14/04/2025","215,00","214,00","215,95","211,00","6,26K","2,38%"
"11/04/2025","210,00","216,00","216,00","210,00","34,03K","-2,33%"
"10/04/2025","215,00","224,00","224,00","215,00","22,80K","0,94%"
"09/04/2025","213,00","205,00","215,00","198,00","227,12K","1,43%"
"08/04/2025","210,00","206,00","214,40","206,00","41,24K","2,44%"
"07/04/2025","205,00","215,00","216,00","200,10","27,33K","-7,66%"
"04/04/2025","222,00","221,20","223,00","216,00","89,63K","0,00%"
"03/04/2025","222,00","225,40","225,40","220,10","15,70K","-0,89%"
"02/04/2025","224,00","225,00","227,10","223,20","3,92K","-0,44%"
"28/03/2025","225,00","223,20","227,50","223,15","49,23K","0,83%"
"27/03/2025","223,15","224,00","227,90","223,15","34,33K","0,00%"
"26/03/2025","223,15","229,00","231,80","222,00","309,05K","-2,13%"
"25/03/2025","228,00","229,00","231,90","228,00","36,49K","-0,44%"
"24/03/2025","229,00","230,00","231,10","229,00","45,53K","-1,29%"
"21/03/2025","232,00","232,50","232,80","230,15","22,80K","0,00%"
"20/03/2025","232,00","230,00","233,00","230,00","24,70K","0,87%"
"19/03/2025","230,00","233,00","234,00","230,00","57,30K","0,44%"
"18/03/2025","229,00","232,00","232,00","228,00","14,18K","-0,22%"
"17/03/2025","229,50","229,00","230,10","228,50","2,47K","0,00%"
"14/03/2025","229,50","230,00","230,05","225,00","67,70K","0,22%"
