"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"14/05/2025","220,00","220,00","220,00","220,00","0,00K","-3,51%"
"13/05/2025","228,00","228,00","228,00","228,00","0,01K","3,64%"
"12/05/2025","220,00","220,00","220,00","220,00","0,01K","0,00%"
"08/05/2025","220,00","220,00","220,00","220,00","0,01K","2,33%"
"06/05/2025","215,00","215,00","215,00","215,00","0,00K","-0,46%"
"02/05/2025","216,00","216,00","216,00","216,00","0,00K","0,00%"
"29/04/2025","216,00","216,00","216,00","216,00","0,00K","0,47%"
"28/04/2025","215,00","215,00","215,00","215,00","0,01K","-1,38%"
"25/04/2025","218,00","218,00","218,00","218,00","0,00K","-3,11%"
"24/04/2025","225,00","225,00","225,00","225,00","0,02K","0,00%"
"23/04/2025","225,00","225,00","225,00","225,00","0,01K","2,27%"
"21/04/2025","220,00","220,00","220,00","220,00","0,00K","0,00%"
"11/04/2025","220,00","220,00","220,00","220,00","0,03K","-3,51%"
"10/04/2025","228,00","228,00","228,00","228,00","0,00K","0,00%"
"09/04/2025","228,00","228,00","228,00","228,00","0,02K","-0,87%"
"08/04/2025","230,00","230,00","230,00","230,00","0,05K","0,00%"
"07/04/2025","230,00","230,00","230,00","230,00","0,01K","0,00%"
"28/03/2025","230,00","230,00","230,00","230,00","0,05K","5,50%"
"24/03/2025","218,00","218,00","218,00","218,00","0,00K","-0,91%"
"20/03/2025","220,00","220,00","220,00","220,00","0,00K","-3,93%"
"19/03/2025","229,00","229,00","229,00","229,00","0,01K","1,33%"
"14/03/2025","226,00","226,00","226,00","226,00","0,01K","2,73%"
"05/03/2025","220,00","220,00","220,00","220,00","0,00K","-4,35%"
"28/02/2025","230,00","230,00","230,00","230,00","0,01K","0,00%"
"26/02/2025","230,00","230,00","230,00","230,00","0,20K","2,68%"
"24/02/2025","224,00","224,00","224,00","224,00","0,00K","0,00%"
"20/02/2025","224,00","224,00","224,00","224,00","0,00K","0,00%"
"19/02/2025","224,00","224,00","224,00","224,00","0,02K","1,82%"
"18/02/2025","220,00","220,00","220,00","220,00","0,04K","-2,22%"
"13/02/2025","225,00","225,00","225,00","225,00","0,00K","0,00%"
"10/02/2025","225,00","225,00","225,00","225,00","0,01K","2,27%"
"29/01/2025","220,00","220,00","220,00","220,00","0,00K","0,00%"
"27/01/2025","220,00","220,00","220,00","220,00","0,30K","0,00%"
"13/01/2025","220,00","220,00","220,00","220,00","0,01K","0,00%"
"10/01/2025","220,00","220,00","220,00","220,00","0,15K","-5,09%"
"09/01/2025","231,80","231,80","231,80","231,80","0,05K","0,00%"
"08/01/2025","231,80","231,80","231,80","231,80","0,00K","5,84%"
