"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"16/05/2025","97,00","97,00","97,00","97,00","0,03K","-1,91%"
"15/05/2025","98,89","98,89","98,89","98,89","0,00K","0,00%"
"14/05/2025","98,89","98,89","98,89","96,50","0,06K","1,95%"
"13/05/2025","97,00","97,00","97,00","97,00","0,01K","-1,92%"
"12/05/2025","98,90","97,00","98,90","97,00","0,02K","0,93%"
"09/05/2025","97,99","96,50","97,99","96,50","0,01K","-0,01%"
"08/05/2025","98,00","97,00","98,00","97,00","0,20K","0,00%"
"07/05/2025","98,00","97,00","98,00","97,00","0,04K","0,00%"
"06/05/2025","98,00","98,00","98,00","98,00","0,05K","0,00%"
"05/05/2025","98,00","98,90","98,90","98,00","0,01K","-0,10%"
"02/05/2025","98,10","98,89","98,90","98,10","0,08K","-0,89%"
"30/04/2025","98,98","98,98","98,98","98,98","0,00K","2,04%"
"29/04/2025","97,00","97,00","97,00","97,00","0,12K","0,00%"
"25/04/2025","97,00","97,01","97,01","97,00","0,20K","-2,01%"
"24/04/2025","98,99","98,99","98,99","98,99","0,00K","1,01%"
"23/04/2025","98,00","97,01","98,00","97,00","0,12K","-1,00%"
"21/04/2025","98,99","99,94","99,94","97,00","0,03K","2,05%"
"18/04/2025","97,00","98,00","98,00","97,00","0,19K","-1,02%"
"17/04/2025","98,00","97,01","98,00","97,01","0,10K","0,00%"
"15/04/2025","98,00","98,00","98,00","98,00","0,17K","0,51%"
"14/04/2025","97,50","97,01","97,51","97,01","0,17K","0,51%"
"11/04/2025","97,01","97,02","97,02","97,01","0,08K","-1,01%"
"10/04/2025","98,00","98,00","98,00","98,00","0,04K","0,10%"
"09/04/2025","97,90","98,00","98,00","96,50","0,18K","1,45%"
"08/04/2025","96,50","96,50","97,50","96,50","0,38K","-0,75%"
"07/04/2025","97,23","97,50","97,50","97,23","0,55K","-0,79%"
"04/04/2025","98,00","98,00","98,00","98,00","0,01K","-2,00%"
"03/04/2025","100,00","100,00","100,00","100,00","0,52K","0,20%"
"02/04/2025","99,80","100,00","100,00","99,80","0,01K","1,84%"
"28/03/2025","98,00","98,00","98,00","98,00","0,30K","0,00%"
"26/03/2025","98,00","97,71","98,00","97,61","0,15K","-2,00%"
"24/03/2025","100,00","99,99","100,00","98,01","0,06K","2,04%"
"21/03/2025","98,00","98,00","98,11","98,00","0,13K","0,46%"
"20/03/2025","97,55","101,80","101,80","97,55","0,43K","-4,36%"
"18/03/2025","102,00","99,00","102,00","97,00","0,35K","3,55%"
"17/03/2025","98,50","103,90","103,90","98,50","0,10K","-1,50%"
"14/03/2025","100,00","103,90","103,90","100,00","0,05K","-1,77%"
"12/03/2025","101,80","104,95","104,95","101,80","0,09K","4,94%"
"10/03/2025","97,01","99,95","99,95","97,01","0,21K","-1,91%"
"07/03/2025","98,90","97,10","99,90","97,10","0,35K","1,85%"
"06/03/2025","97,10","97,10","97,10","97,10","0,07K","0,00%"
"05/03/2025","97,10","98,90","98,90","97,10","0,05K","0,41%"
"04/03/2025","96,70","98,90","98,90","96,70","0,17K","-2,22%"
"03/03/2025","98,90","98,90","98,90","98,90","0,01K","-0,10%"
"28/02/2025","99,00","99,00","99,00","99,00","0,00K","-0,10%"
